,Case Number,Area of Impact,Standard of Evenidence,Event Number,Vehicle 1,Vehicle 2
4,62338,Not Reported,Shrubbery,5,1,9999
5,62338,Non-Collision,Rollover/Overturn,6,1,9999
6,62338,Left,Boulder,7,1,9999
0,62340,12 Clock Point,Pedestrian,1,1,9999
0,62342,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62342,11 Clock Point,Curb,2,1,9999
2,62342,Not Reported,Traffic Sign Support ,3,1,9999
3,62342,Not Reported,Shrubbery,4,1,9999
4,62342,Non-Harmful Event,Cross Median,5,1,5555
5,62342,12 Clock Point,Motor Vehicle In-Transport ,6,1,2
6,62342,Non-Collision,Rollover/Overturn,7,1,9999
7,62342,Non-Collision,Fire/Explosion,8,1,9999
8,62342,12 Clock Point,Motor Vehicle In-Transport ,9,3,2
0,62344,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62344,12 Clock Point,Concrete Traffic Barrier,2,1,9999
2,62344,Non-Collision,Rollover/Overturn,3,1,9999
0,62345,Non-Harmful Event,Cross Centerline,1,1,9999
1,62345,Non-Harmful Event,Ran Off Roadway - Left,2,1,9999
2,62345,Left-Front Half,Utility Pole/Light Support,3,1,9999
3,62345,Not Reported,Fence,4,1,9999
0,62347,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62347,2 Clock Point,Pedestrian,2,1,9999
2,62347,Not Reported,Curb,3,1,9999
3,62347,Not Reported,Other Fixed Object,4,1,9999
4,62347,Not Reported,Other Fixed Object,5,1,9999
5,62347,12 Clock Point,Tree (Standing Only),6,1,9999
0,62348,Non-Harmful Event,Cross Centerline,1,1,5555
1,62348,Right-Front Side,Motor Vehicle In-Transport ,2,1,2
0,62353,Non-Harmful Event,Cross Centerline,1,1,5555
1,62353,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,62353,Left,Motor Vehicle In-Transport ,3,1,3
0,62355,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62355,Left-Front Side,Concrete Traffic Barrier,2,1,9999
2,62355,Left-Front Side,Concrete Traffic Barrier,3,1,9999
3,62355,Non-Harmful Event,Re-entering Roadway,4,1,5555
4,62355,12 Clock Point,Motor Vehicle In-Transport ,5,1,2
5,62355,Non-Collision,Fire/Explosion,6,1,9999
6,62355,Non-Collision,Fire/Explosion,7,2,9999
0,62361,Non-Collision,Rollover/Overturn,1,1,9999
0,62363,Left,Motor Vehicle In-Transport ,1,1,2
1,62363,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,62363,Right,Concrete Traffic Barrier,3,1,9999
3,62363,Right,Bridge Rail (Includes parapet),4,1,9999
4,62363,Non-Harmful Event,Vehicle Went Airborne,5,1,5555
5,62363,Non-Collision,Rollover/Overturn,6,1,9999
0,62363,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62363,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,62363,Not Reported,Concrete Traffic Barrier,3,1,9999
0,62364,Non-Harmful Event,Cross Centerline,1,1,5555
1,62364,Left-Front Side,Motor Vehicle In-Transport ,2,1,2
2,62364,Non-Harmful Event,Ran Off Roadway - Right,3,2,5555
3,62364,6 Clock Point,Guardrail Face,4,2,9999
0,62368,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62368,Undercarriage,Boulder,2,1,9999
2,62368,12 Clock Point,Traffic Sign Support ,3,1,9999
3,62368,12 Clock Point,Traffic Sign Support ,4,1,9999
4,62368,12 Clock Point,Other Fixed Object,5,1,9999
5,62368,12 Clock Point,Boulder,6,1,9999
6,62368,12 Clock Point,Boulder,7,1,9999
7,62368,Non-Collision,Rollover/Overturn,8,1,9999
8,62368,9 Clock Point,Tree (Standing Only),9,1,9999
0,62369,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,62369,Not Reported,Pedestrian,1,1,9999
0,62371,3 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,62372,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62372,Non-Harmful Event,Ran Off Roadway - Right,2,2,5555
2,62372,Not Reported,Curb,3,2,9999
0,62373,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62373,Non-Collision,Rollover/Overturn,2,1,9999
2,62373,Not Reported,Guardrail Face,3,1,9999
0,62374,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62374,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,62374,12 Clock Point,Other Object (not fixed),3,1,9999
3,62374,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",4,1,3
0,62374,7 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,62376,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62376,Not Reported,Fence,2,1,9999
2,62376,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,62376,12 Clock Point,Pedestrian,4,1,9999
4,62376,Other Objects Set-In-Motion,Boulder,5,1,9999
5,62376,Non-Harmful Event,Ran Off Roadway - Left,6,1,5555
6,62376,Not Reported,Fence,7,1,9999
7,62376,Non-Collision,Rollover/Overturn,8,1,9999
0,62379,12 Clock Point,Pedestrian,1,1,9999
0,62379,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62379,12 Clock Point,Traffic Signal Support,2,1,9999
0,62381,12 Clock Point,Pedestrian,1,1,9999
0,62382,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,62382,Undercarriage,Curb,2,1,9999
2,62382,12 Clock Point,Utility Pole/Light Support,3,1,9999
3,62382,12 Clock Point,Building,4,1,9999
4,62382,12 Clock Point,Parked Motor Vehicle ,5,1,2
0,62383,Non-Harmful Event,Cross Centerline,1,1,5555
1,62383,Non-Harmful Event,Cross Centerline,2,1,5555
2,62383,Non-Harmful Event,Cross Centerline,3,1,5555
3,62383,Non-Harmful Event,Cross Centerline,4,1,5555
4,62383,Non-Harmful Event,Ran Off Roadway - Right,5,1,5555
5,62383,12 Clock Point,Wall,6,1,9999
0,62384,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62384,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,62384,Set-In-Motion (Not a Clock Value),Pedestrian,3,1,9999
0,62384,12 Clock Point,Pedestrian,1,1,9999
0,62388,Right,Motor Vehicle In-Transport ,1,1,2
1,62388,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,62388,7 Clock Point,Concrete Traffic Barrier,3,1,9999
3,62388,Undercarriage,Concrete Traffic Barrier,4,1,9999
4,62388,11 Clock Point,Concrete Traffic Barrier,5,1,9999
5,62388,Top,Bridge Pier or Support,6,1,9999
6,62388,Non-Harmful Event,Cargo/Equipment Loss or Shift (non-harmful) ,7,1,5555
7,62388,Cargo/Vehicle Parts Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",8,1,3
8,62388,Non-Collision,Rollover/Overturn,9,1,9999
0,62390,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62390,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,62390,Not Reported,Wall,3,1,9999
0,62391,12 Clock Point,Pedestrian,1,1,9999
0,62391,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62391,12 Clock Point,Bridge Rail (Includes parapet),2,1,9999
2,62391,12 Clock Point,Traffic Sign Support ,3,1,9999
3,62391,Non-Collision,Rollover/Overturn,4,1,9999
4,62391,Not Reported,Impact Attenuator/Crash Cushion,5,1,9999
0,62392,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62392,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,62392,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,62392,Not Reported,Curb,4,1,9999
4,62392,Non-Collision,Rollover/Overturn,5,1,9999
5,62392,Not Reported,Tree (Standing Only),6,1,9999
0,62394,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62394,Non-Collision,Fire/Explosion,2,1,9999
0,62396,12 Clock Point,Pedestrian,1,1,9999
0,62396,12 Clock Point,Pedestrian,1,1,9999
0,62397,Non-Collision,Rollover/Overturn,1,2,9999
1,62397,Not Reported,Motor Vehicle In-Transport ,2,2,1
2,62397,Non-Harmful Event,Ran Off Roadway - Right,3,2,5555
3,62397,Not Reported,Utility Pole/Light Support,4,2,9999
0,62398,Non-Harmful Event,Ran Off Roadway - Left,1,1,9999
1,62398,Right,Guardrail Face,2,1,9999
2,62398,Unknown,Other Fixed Object,3,1,9999
3,62398,Non-Collision,Rollover/Overturn,4,1,9999
0,62402,12 Clock Point,Pedalcyclist,1,1,9999
0,62403,Non-Harmful Event,Cross Centerline,1,1,5555
1,62403,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,62409,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62409,12 Clock Point,Motor Vehicle In-Transport ,2,2,4
2,62409,Set-In-Motion (Not a Clock Value),Motor Vehicle In-Transport ,3,2,3
0,62410,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
1,62410,Non-Harmful Event,Ran Off Roadway - Left,2,2,5555
2,62410,Left-Front Side,Wall,3,2,9999
3,62410,Non-Collision,Fire/Explosion,4,1,9999
0,62416,12 Clock Point,Pedestrian,1,1,9999
0,62418,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62418,Undercarriage,Curb,2,1,9999
2,62418,Not Reported,"Post, Pole or Other Supports",3,1,9999
3,62418,Right,Other Fixed Object,4,1,9999
4,62418,Non-Collision,Rollover/Overturn,5,1,9999
0,62418,12 Clock Point,Pedestrian,1,1,9999
1,62418,12 Clock Point,Pedestrian,2,1,9999
0,62421,12 Clock Point,Pedestrian,1,1,9999
0,62422,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62422,Not Reported,Curb,2,1,9999
2,62422,Not Reported,Guardrail Face,3,1,9999
3,62422,Other Objects Set-In-Motion,Guardrail Face,4,1,9999
0,62427,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62427,Not Reported,Concrete Traffic Barrier,2,1,9999
2,62427,6 Clock Point,Concrete Traffic Barrier,3,1,9999
3,62427,Non-Collision,Rollover/Overturn,4,1,9999
0,62430,Non-Collision,Rollover/Overturn,1,1,9999
1,62430,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,62430,Not Reported,Guardrail Face,3,1,9999
0,62432,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62432,12 Clock Point,Motor Vehicle In-Transport ,2,2,3
0,62435,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,62435,12 Clock Point,Other Fixed Object,2,1,9999
2,62435,Unknown,Embankment,3,1,9999
3,62435,Non-Collision,Rollover/Overturn,4,1,9999
4,62435,Unknown,Fence,5,1,9999
0,62436,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62436,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,62436,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,62436,Not Reported,Tree (Standing Only),4,1,9999
4,62436,3 Clock Point,Tree (Standing Only),5,1,9999
5,62436,Non-Collision,Rollover/Overturn,6,1,9999
0,62437,11 Clock Point,Pedestrian,1,1,9999
0,62439,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62439,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,62439,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,62439,Non-Collision,Rollover/Overturn,4,1,9999
0,62439,12 Clock Point,Pedestrian,1,1,9999
1,62439,Undercarriage,Pedestrian,2,2,9999
0,62442,Reported as Unknown,Pedestrian,1,1,9999
1,62442,Not Reported,Pedestrian,2,2,9999
0,62443,Non-Harmful Event,Cross Centerline,1,1,5555
1,62443,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,62443,Not Reported,Motor Vehicle In-Transport ,3,1,3
3,62443,Non-Collision,Rollover/Overturn,4,1,9999
4,62443,Non-Harmful Event,Ran Off Roadway - Right,5,3,5555
5,62443,Non-Collision,Rollover/Overturn,6,3,9999
0,62443,12 Clock Point,Pedestrian,1,1,9999
0,62443,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62443,6 Clock Point,Motor Vehicle In-Transport ,2,2,3
2,62443,12 Clock Point,Pedestrian,3,1,9999
0,62445,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62445,Non-Collision,Fire/Explosion,2,2,9999
0,62447,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62447,4 Clock Point,Bridge Overhead Structure,2,1,9999
2,62447,Non-Collision,Rollover/Overturn,3,1,9999
0,62448,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62448,Right,Guardrail Face,2,1,9999
2,62448,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,62448,12 Clock Point,Motor Vehicle In-Transport ,4,1,2
4,62448,Left-Back Side,Motor Vehicle In-Transport ,5,1,3
5,62448,Left,Motor Vehicle In-Transport ,6,2,4
6,62448,12 Clock Point,Motor Vehicle In-Transport ,7,2,5
7,62448,Non-Collision,Rollover/Overturn,8,5,9999
8,62448,12 Clock Point,Motor Vehicle In-Transport ,9,2,6
0,62453,Non-Harmful Event,Cross Centerline,1,1,9999
1,62453,Non-Harmful Event,Cross Centerline,2,1,9999
2,62453,Non-Harmful Event,Ran Off Roadway - Right,3,1,9999
3,62453,Non-Collision,Rollover/Overturn,4,1,9999
4,62453,12 Clock Point,Tree (Standing Only),5,1,9999
0,62453,Non-Harmful Event,Vehicle Went Airborne,1,1,5555
1,62453,Non-Collision,Rollover/Overturn,2,1,9999
0,62453,12 Clock Point,Pedestrian,1,1,9999
0,62454,Unknown,Pedestrian,1,1,9999
0,62456,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
0,62457,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62457,12 Clock Point,Guardrail End,2,1,9999
2,62457,Non-Collision,Rollover/Overturn,3,1,9999
3,62457,Set-In-Motion (Not a Clock Value),"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",4,1,2
0,62459,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62459,Non-Collision,Rollover/Overturn,2,3,9999
0,62461,12 Clock Point,Pedestrian,1,1,9999
0,62462,Non-Collision,Rollover/Overturn,1,1,9999
1,62462,Non-Harmful Event,Cross Centerline,2,1,5555
2,62462,Not Reported,Motor Vehicle In-Transport ,3,1,2
3,62462,Set-In-Motion (Not a Clock Value),Motor Vehicle In-Transport ,4,1,2
0,62465,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62465,Non-Harmful Event,Cross Centerline,2,1,5555
2,62465,Not Reported,Motor Vehicle In-Transport ,3,1,3
0,62466,12 Clock Point,Pedestrian,1,1,9999
0,62469,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,62473,12 Clock Point,Pedestrian,1,1,9999
0,62475,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62475,Right-Front Side,Curb,2,1,9999
2,62475,12 Clock Point,Parked Motor Vehicle ,3,1,2
0,62476,12 Clock Point,Pedestrian,1,1,9999
1,62476,12 Clock Point,Motor Vehicle In-Transport ,2,2,1
0,62477,12 Clock Point,Pedestrian,1,1,9999
0,62478,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,62478,Non-Collision,Rollover/Overturn,2,1,9999
2,62478,Non-Harmful Event,Re-entering Roadway,3,1,9999
3,62478,12 Clock Point,Motor Vehicle In-Transport ,4,2,1
0,62479,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62479,12 Clock Point,Motor Vehicle In-Transport ,2,3,2
0,62479,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62479,Not Reported,Traffic Sign Support ,2,1,9999
2,62479,Not Reported,Boulder,3,1,9999
3,62479,Non-Collision,Rollover/Overturn,4,1,9999
0,62482,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,62484,Not Reported,Pedalcyclist,1,1,9999
0,62486,3 Clock Point,Pedalcyclist,1,1,9999
0,62488,Non-Harmful Event,Cross Centerline,1,1,5555
1,62488,Non-Harmful Event,Cross Centerline,2,1,5555
2,62488,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,62488,Not Reported,Embankment,4,1,9999
4,62488,Not Reported,Traffic Sign Support ,5,1,9999
0,62490,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62490,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,62490,12 Clock Point,Fence,3,1,9999
3,62490,12 Clock Point,Utility Pole/Light Support,4,1,9999
0,62497,12 Clock Point,Pedestrian,1,1,9999
0,62498,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62498,12 Clock Point,Tree (Standing Only),2,1,9999
0,62498,12 Clock Point,Pedestrian,1,1,9999
0,62499,Non-Harmful Event,Ran Off Roadway - Left,1,1,9999
1,62499,Undercarriage,Curb,2,1,9999
2,62499,Not Reported,Utility Pole/Light Support,3,1,9999
3,62499,Not Reported,Tree (Standing Only),4,1,9999
0,62499,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62499,Non-Harmful Event,Cross Median,2,2,5555
2,62499,12 Clock Point,Motor Vehicle In-Transport ,3,2,3
3,62499,Non-Collision,Rollover/Overturn,4,2,9999
0,62501,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,62504,12 Clock Point,Pedestrian,1,1,9999
1,62504,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,62504,12 Clock Point,Guardrail Face,3,1,9999
0,62505,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,62506,12 Clock Point,Pedestrian,1,1,9999
0,62509,Left-Front Side,Pedestrian,1,1,9999
1,62509,Undercarriage,Pedestrian,2,2,9999
0,62511,Undercarriage,Pedestrian,1,1,9999
0,62513,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62513,Right,Concrete Traffic Barrier,2,1,9999
2,62513,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,62513,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,62513,Left,Concrete Traffic Barrier,5,1,9999
5,62513,Non-Harmful Event,Vehicle Went Airborne,6,1,5555
6,62513,Not Reported,Bridge Pier or Support,7,1,9999
7,62513,Non-Harmful Event,Re-entering Roadway,8,1,5555
8,62513,Non-Collision,Rollover/Overturn,9,1,9999
0,62514,Right,Motor Vehicle In-Transport ,1,1,2
1,62514,Non-Collision,Fell/Jumped from Vehicle,2,1,9999
2,62514,Non-Collision,Rollover/Overturn,3,1,9999
0,62519,12 Clock Point,Pedestrian,1,1,9999
1,62519,Not Reported,Pedestrian,2,2,9999
2,62519,Not Reported,Pedestrian,3,3,9999
0,62524,Not Reported,Pedestrian,1,1,9999
0,62525,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62525,Non-Harmful Event,Vehicle Went Airborne,2,1,5555
2,62525,Undercarriage,Ground,3,1,9999
3,62525,Not Reported,Fence,4,1,9999
4,62525,Non-Collision,Rollover/Overturn,5,1,9999
0,62526,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62526,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,62526,Non-Collision,Rollover/Overturn,3,1,9999
3,62526,Other Objects Set-In-Motion,Impact Attenuator/Crash Cushion,4,1,9999
4,62526,Other Objects Set-In-Motion,Traffic Sign Support ,5,1,9999
0,62528,12 Clock Point,Pedestrian,1,1,9999
0,62529,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62529,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,62529,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,62529,Non-Collision,Rollover/Overturn,4,1,9999
0,62530,12 Clock Point,Live Animal,1,1,9999
0,62531,12 Clock Point,Pedestrian,1,1,9999
0,62531,Non-Collision,Rollover/Overturn,1,1,9999
1,62531,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,1,2
0,62532,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62532,Undercarriage,Curb,2,1,9999
2,62532,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,62532,Non-Harmful Event,Ran Off Roadway - Right,4,1,5555
4,62532,Undercarriage,Curb,5,1,9999
5,62532,Set-In-Motion (Not a Clock Value),Other Fixed Object,6,1,9999
0,62532,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62532,Not Reported,Curb,2,1,9999
2,62532,Not Reported,Other Fixed Object,3,1,9999
3,62532,Not Reported,Other Fixed Object,4,1,9999
4,62532,Not Reported,Utility Pole/Light Support,5,1,9999
0,62532,Non-Harmful Event,Cross Centerline,1,1,5555
1,62532,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,62532,6 Clock Point,Motor Vehicle In-Transport ,3,1,3
0,62534,12 Clock Point,Pedestrian,1,1,9999
0,62537,12 Clock Point,Pedestrian,1,1,9999
0,62537,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62537,12 Clock Point,Embankment,2,1,9999
2,62537,Right-Back Side,Embankment,3,1,9999
0,62541,Right-Front Side,Motor Vehicle In-Transport ,1,1,2
1,62541,2 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,62541,3 Clock Point,Motor Vehicle In-Transport ,3,1,2
3,62541,Other Objects Set-In-Motion,Traffic Sign Support ,4,1,9999
4,62541,Non-Harmful Event,Ran Off Roadway - Left,5,1,5555
5,62541,Non-Harmful Event,Cargo/Equipment Loss or Shift (non-harmful) ,6,1,5555
6,62541,Non-Harmful Event,Ran Off Roadway - Left,7,1,5555
7,62541,Cargo/Vehicle Parts Set-In-Motion,Curb,8,1,9999
0,62543,Non-Collision,Rollover/Overturn,1,1,9999
1,62543,Non-Collision,Fell/Jumped from Vehicle,2,1,9999
2,62543,11 Clock Point,Motor Vehicle In-Transport ,3,2,1
3,62543,12 Clock Point,Motor Vehicle In-Transport ,4,3,1
0,62545,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
1,62545,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,62545,Not Reported,Traffic Signal Support,3,1,9999
0,62546,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62546,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,62546,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,62546,Non-Harmful Event,Vehicle Went Airborne,4,1,5555
4,62546,Not Reported,Culvert,5,1,9999
5,62546,Non-Collision,Rollover/Overturn,6,1,9999
0,62552,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62552,12 Clock Point,Pedestrian,2,1,9999
2,62552,12 Clock Point,Traffic Signal Support,3,1,9999
3,62552,12 Clock Point,Utility Pole/Light Support,4,1,9999
4,62552,12 Clock Point,Fence,5,1,9999
0,62554,Not Reported,Pedestrian,1,1,9999
0,62556,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62556,12 Clock Point,Tree (Standing Only),2,1,9999
0,62557,12 Clock Point,Pedestrian,1,1,9999
0,62559,12 Clock Point,Pedestrian,1,1,9999
1,62559,Non-Collision,Rollover/Overturn,2,1,9999
2,62559,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,1,2
0,62563,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
0,62567,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,62570,Left,Motor Vehicle In-Transport ,1,1,2
1,62570,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,62570,Not Reported,Concrete Traffic Barrier,3,1,9999
0,62573,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,62573,1 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,62573,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,62573,Undercarriage,Curb,4,1,9999
4,62573,1 Clock Point,Traffic Sign Support ,5,1,9999
5,62573,Left-Back Side,Bridge Overhead Structure,6,1,9999
6,62573,Non-Harmful Event,Ran Off Roadway - Left,7,1,5555
7,62573,Undercarriage,Curb,8,1,9999
8,62573,12 Clock Point,Embankment,9,1,9999
0,62577,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,62577,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,62577,Not Reported,Parked Motor Vehicle ,3,1,3
0,62581,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,62581,Undercarriage,Concrete Traffic Barrier,2,1,9999
2,62581,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,62581,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,62581,Undercarriage,Concrete Traffic Barrier,5,1,9999
5,62581,3 Clock Point,Tree (Standing Only),6,1,9999
0,62581,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
